date,ppd
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,0.0
2020-08-01,S/D
2020-08-02,S/D
2020-08-03,S/D
2020-08-04,S/D
2020-08-05,S/D
2020-08-06,S/D
2020-08-07,S/D
2020-08-08,S/D
2020-08-09,0.0
2020-08-10,0.0
2020-08-11,0.0
2020-08-12,0.0
2020-08-13,0.0
2020-08-14,0.0
2020-08-15,0.0
2020-08-16,0.0
2020-08-17,0.0
2020-08-18,0.0
2020-08-19,0.0
2020-08-20,0.0
2020-08-21,0.0
2020-08-22,0.0
2020-08-23,0.0
2020-08-24,0.0
2020-08-25,0.0
2020-08-26,0.0
2020-08-27,0.0
2020-08-28,0.0
2020-08-29,0.0
2020-08-30,0.0
2020-08-31,0.0
2020-09-01,0.0
2020-09-02,0.0
2020-09-03,0.0
2020-09-04,0.0
2020-09-05,0.0
2020-09-06,0.0
2020-09-07,0.0
2020-09-08,0.0
2020-09-09,0.0
2020-09-10,0.0
2020-09-11,0.0
2020-09-12,0.0
2020-09-13,0.0
2020-09-14,0.0
2020-09-15,0.0
2020-09-16,0.0
2020-09-17,0.0
2020-09-18,0.0
2020-09-19,0.0
2020-09-20,0.0
2020-09-21,0.0
2020-09-22,0.0
2020-09-23,T
2020-09-24,0.0
2020-09-25,0.0
2020-09-26,0.0
2020-09-27,0.0
2020-09-28,0.0
2020-09-29,0.0
2020-09-30,T
2020-10-01,T
2020-10-02,0.0
2020-10-03,0.0
2020-10-04,T
2020-10-05,0.0
2020-10-06,0.0
2020-10-07,0.0
2020-10-08,0.0
2020-10-09,0.0
2020-10-10,0.0
2020-10-11,0.0
2020-10-12,0.0
2020-10-13,0.0
2020-10-14,0.0
2020-10-15,-887.7
2020-10-16,0.0
2020-10-17,0.0
2020-10-18,0.0
2020-10-19,0.0
2020-10-20,0.0
2020-10-21,3.4
2020-10-22,0.0
2020-10-23,0.0
2020-10-24,0.0
2020-10-25,0.0
2020-10-26,0.0
2020-10-27,0.0
2020-10-28,0.0
2020-10-29,0.0
2020-10-30,0.0
2020-10-31,0.0
2020-11-01,0.0
2020-11-02,0.0
2020-11-03,0.0
2020-11-04,0.0
2020-11-05,0.0
2020-11-06,0.0
2020-11-07,0.0
2020-11-08,0.0
2020-11-09,0.0
2020-11-10,0.0
2020-11-11,0.0
2020-11-12,0.0
2020-11-13,0.0
2020-11-14,0.0
2020-11-15,0.0
2020-11-16,0.0
2020-11-17,0.0
2020-11-18,0.0
2020-11-19,0.0
2020-11-20,0.0
2020-11-21,0.0
2020-11-22,0.0
2020-11-23,0.0
2020-11-24,0.0
2020-11-25,0.0
2020-11-26,0.0
2020-11-27,3.1
2020-11-28,T
2020-11-29,3.0
2020-11-30,0.5
2020-12-01,0.0
2020-12-02,0.0
2020-12-03,-887.6
2020-12-04,0.0
2020-12-05,T
2020-12-06,T
2020-12-07,7.2
2020-12-08,-887.5
2020-12-09,T
2020-12-10,T
2020-12-11,1.1
2020-12-12,-882.2
2020-12-13,T
2020-12-14,T
2020-12-15,T
2020-12-16,0.0
2020-12-17,-886.8
2020-12-18,3.4
2020-12-19,0.0
2020-12-20,0.0
2020-12-21,0.0
2020-12-22,0.0
2020-12-23,2.8
2020-12-24,0.0
2020-12-25,T
2020-12-26,0.7
2020-12-27,9.1
2020-12-28,4.2
2020-12-29,-887.2
2020-12-30,1.4
2020-12-31,0.0
2021-01-01,3.1
2021-01-02,4.3
2021-01-03,-886.4
2021-01-04,1.9
2021-01-05,0.9
2021-01-06,1.4
2021-01-07,0.7
2021-01-08,0.0
2021-01-09,4.4
2021-01-10,-886.6
2021-01-11,T
2021-01-12,-882.8
2021-01-13,T
2021-01-14,3.2
2021-01-15,5.4
2021-01-16,3.6
2021-01-17,T
2021-01-18,T
2021-01-19,T
2021-01-20,-885.4
2021-01-21,T
2021-01-22,T
2021-01-23,3.8
2021-01-24,1.8
2021-01-25,-887.8
2021-01-26,0.0
2021-01-27,0.0
2021-01-28,0.0
2021-01-29,0.0
2021-01-30,0.0
2021-01-31,0.7
2021-02-01,-882.8
2021-02-02,-884.5
2021-02-03,0.0
2021-02-04,T
2021-02-05,T
2021-02-06,T
2021-02-07,2.0
2021-02-08,0.0
2021-02-09,T
2021-02-10,T
2021-02-11,T
2021-02-12,T
2021-02-13,0.0
2021-02-14,0.0
2021-02-15,0.0
2021-02-16,0.0
2021-02-17,-876.8
2021-02-18,T
2021-02-19,0.0
2021-02-20,0.0
2021-02-21,0.0
2021-02-22,0.0
2021-02-23,0.0
2021-02-24,T
2021-02-25,0.0
2021-02-26,0.0
2021-02-27,T
2021-02-28,1.2
2021-03-01,6.3
2021-03-02,-885.2
2021-03-03,2.5
2021-03-04,1.8
2021-03-05,2.9
2021-03-06,T
2021-03-07,3.8
2021-03-08,9.4
2021-03-09,-887.4
2021-03-10,-885.6
2021-03-11,-885.1
2021-03-12,22.4
2021-03-13,0.0
2021-03-14,3.6
2021-03-15,T
2021-03-16,T
2021-03-17,-887.0
2021-03-18,T
2021-03-19,0.0
2021-03-20,0.0
2021-03-21,0.0
2021-03-22,1.7
2021-03-23,0.8
2021-03-24,-886.0
2021-03-25,T
2021-03-26,0.0
2021-03-27,T
2021-03-28,0.0
2021-03-29,-885.8
2021-03-30,2.4
2021-03-31,0.0
2021-04-01,0.0
2021-04-02,0.0
2021-04-03,7.4
2021-04-04,0.0
2021-04-05,0.0
2021-04-06,0.5
2021-04-07,T
2021-04-08,0.7
2021-04-09,-887.5
2021-04-10,-887.8
2021-04-11,0.0
2021-04-12,0.5
2021-04-13,0.0
2021-04-14,0.0
2021-04-15,0.0
2021-04-16,0.0
2021-04-17,0.0
2021-04-18,0.3
2021-04-19,T
2021-04-20,0.0
2021-04-21,0.0
2021-04-22,0.0
2021-04-23,0.0
2021-04-24,0.0
2021-04-25,0.0
2021-04-26,0.0
2021-04-27,0.0
2021-04-28,0.0
2021-04-29,0.0
2021-04-30,0.0
2021-05-01,0.0
2021-05-02,0.0
2021-05-03,0.1
2021-05-04,0.0
2021-05-05,0.0
2021-05-06,0.0
2021-05-07,0.0
2021-05-08,0.0
2021-05-09,0.0
2021-05-10,0.1
2021-05-11,0.0
2021-05-12,0.0
2021-05-13,0.0
2021-05-14,0.0
2021-05-15,0.0
2021-05-16,S/D
2021-05-17,0.0
2021-05-18,0.0
2021-05-19,0.0
2021-05-20,0.0
2021-05-21,0.0
2021-05-22,0.0
2021-05-23,0.0
2021-05-24,0.0
2021-05-25,0.1
2021-05-26,0.0
2021-05-27,0.0
2021-05-28,0.0
2021-05-29,0.0
2021-05-30,0.0
2021-05-31,0.0
